PERIODO;EMPRESA;MARCAS;VIGENCIA;USA_ARMAS;SEGURO;RENAR_VENCE
201704;A.I.S.E. ASESORIA INTEGRAL DE SEGURIDAD EMPRESARIA SRL;;11/01/2018;NO;31/12/2017;
201704;ACCION PREVENTIVA DE MILANESE CLOTILDE;ACCION PREVENTIVA;11/01/2018;NO;01/04/2018;
201704;ACCURO SA;;25/05/2017;SI;28/10/2017;01/07/2019
201704;ACYR SA;;19/07/2018;SI;28/06/2017;01/02/2018
201704;ADT SECURITY SERVICE SA;ADT;03/03/2018;NO;01/10/2017;
201704;ADT SECURITY SERVICE SA;TYCO FIRE & SECURITY GMBH;03/03/2018;NO;01/10/2017;
201704;AG SEGURIDAD PRIVADA SRL;;09/09/2017;NO;14/03/2018;
201704;AGENCIA 15 SA;;09/09/2017;NO;21/11/2017;
201704;AGENCIA DE INVESTIGACIONES PRIVADAS ALSINA SRL;;01/11/2017;NO;01/12/2017;
201704;AGENCIA MAYA SEGURIDAD SA;;28/09/2017;NO;27/07/2017;
201704;AIRSEC SA;ARSEC-ALLIANCE REGIONALE SECURITE;18/08/2017;SI;19/11/2017;01/03/2020
201704;AJM SEGURIDAD PRIVADA SA;;27/01/2018;SI;08/11/2017;01/04/2018
201704;AKROPOLIS SEGURIDAD SRL;;25/12/2018;SI;31/05/2017;01/11/2020
201704;ALBOSA SRL;;22/05/2018;NO;15/06/2017;
201704;ALCA SEGURIDAD SRL;;27/07/2017;NO;05/03/2018;
201704;ALCALA SEGURIDAD SRL;;19/05/2018;NO;22/10/2017;
201704;ALEGA SEGURIDAD SA;;10/04/2019;NO;19/10/2017;
201704;ALERTAR Y PROTEGER SRL;;30/03/2018;SI;13/12/2017;01/12/2017
201704;ALERTAS SEGURIDAD PRIVADA SRL;;10/03/2018;NO;27/08/2017;
201704;ALERTASEG SRL;;01/05/2018;NO;20/11/2017;
201704;ALFA TEAM SRL;;22/02/2018;NO;10/09/2017;
201704;ALLEGRETTA SILVIA PATRICIA Y MICIELI BRIAN ALAN;;13/10/2018;NO;01/07/2017;
201704;ALTA VISION SA;;23/09/2017;SI;12/03/2018;01/09/2020
201704;AM SEGURIDAD EMPRESARIA SRL;A.M. SEGURIDAD EMPRESARIA;03/12/2017;SI;22/12/2017;01/12/2021
201704;AMD SEGURIDAD SA;;05/11/2017;NO;23/07/2017;
201704;AN SEGURIDAD SA;;25/10/2017;NO;24/07/2017;
201704;ANTA NAHUEL SA;;31/03/2018;NO;24/02/2018;
201704;ANTEAR SEGURIDAD SRL;;16/03/2018;NO;26/02/2018;
201704;APLICACION TECNOLOGICA SA;;31/10/2018;NO;19/06/2017;
201704;AR21 SRL;;20/11/2018;NO;29/09/2017;
201704;ARA SEGURIDAD SRL;;10/11/2017;SI;18/02/2018;01/01/2019
201704;ARAUCA SEGURIDAD SA;;06/06/2018;NO;05/09/2017;
201704;ARES SECURITY SRL;;03/03/2018;NO;30/11/2017;
201704;ARG SERVICIOS SRL;;01/05/2018;NO;03/03/2018;
201704;ARGENPOL SRL;;22/08/2018;NO;09/09/2017;
201704;ARGENT POL SRL;LATIN SEC LATIN SEC AMERICA SECURITY COMPANY;29/01/2018;SI;12/07/2017;01/10/2017
201704;ARGENTINA SEGURIDAD SRL;;25/01/2018;NO;01/10/2017;
201704;ARGO SECURITY SRL;;13/10/2018;NO;18/12/2017;
201704;ARPA ORGANIZACION DE SEGURIDAD SRL;;06/07/2018;NO;28/02/2018;01/09/2014
201704;AS GROUP INTEGRAL DE SEGURIDAD PRIVADA SA;;18/05/2018;SI;04/10/2017;01/02/2019
201704;ASEGUR SRL;;11/05/2018;NO;07/02/2018;
201704;ASIC AGENCIA DE SEGURIDAD E INFORMES COMERCIALES SA;ASIC;06/02/2019;SI;31/07/2017;01/04/2018
201704;ASIPA SRL;;22/02/2018;NO;01/06/2017;
201704;ASIPROF SEGURIDAD SA;;03/12/2017;SI;22/01/2018;01/06/2017
201704;ASISTENCIA PROFESIONAL SA;;03/12/2017;NO;15/10/2017;
201704;ASTER CONTROL SA;BACK CONTROL SA;06/08/2017;SI;01/10/2017;01/05/2019
201704;ATL SEGURIDAD SRL;;12/07/2017;NO;23/07/2017;
201704;AVAL SRL;;14/01/2018;SI;17/12/2017;01/12/2018
201704;AVIV ESPECIALISTAS SA;;18/05/2018;NO;06/05/2017;
201704;BACK PROTECTION SECURITY SRL;;04/06/2017;NO;01/12/2017;
201704;BATAAN SEGURIDAD SRL;;10/06/2017;SI;24/09/2017;01/09/2018
201704;BE SAFE SEGURIDAD SRL;;16/05/2018;SI;05/10/2017;01/01/2022
201704;BEC PROTECTION SRL;;12/01/2018;SI;02/12/2017;01/11/2020
201704;BEST PROTECTION SRL;;19/02/2019;NO;10/09/2017;
201704;BETTER SECURITY SRL;;12/07/2017;NO;14/04/2018;
201704;BIRD SEGURIDAD PRIVADA SRL;;07/10/2017;NO;13/10/2017;01/11/2016
201704;BIS SECURITY SA;;06/08/2017;NO;03/06/2017;
201704;BLACK SECURITY SRL;;12/11/2018;NO;22/05/2017;
201704;BLACKSEG SRL;;20/11/2018;NO;14/09/2017;
201704;BLASON GROUP SRL;;10/03/2018;NO;10/12/2017;
201704;BLINSEC SRL;;13/02/2019;NO;01/11/2017;
201704;BLINSER SRL;;03/02/2018;NO;04/02/2018;
201704;BLUE DOT SEGURIDAD PRIVADA SA;;20/02/2019;NO;07/12/2017;
201704;BORGUARDS SRL;;15/03/2018;NO;11/02/2018;
201704;BORMAN SEGURIDAD SRL;;10/06/2017;SI;30/03/2018;01/03/2019
201704;BOSS PRIVATE SECURITY COMPANY SRL;;29/05/2018;NO;21/08/2017;
201704;BRIEFING SECURITY SA;;10/08/2017;SI;22/07/2017;01/11/2020
201704;BRINKS SEGURIDAD CORPORATIVA SA;;06/02/2019;SI;30/11/2017;01/09/2018
201704;BRION GROUP SRL;;29/06/2018;NO;18/11/2017;
201704;BRITO JOSE LUIS;;01/02/2019;NO;12/05/2017;
201704;BRUJULA SA;;01/06/2017;SI;17/07/2017;01/10/2017
201704;BUENOS AIRES PROTECTION SRL;;10/02/2018;NO;12/04/2018;
201704;BUHOS SRL;;19/09/2018;NO;03/08/2017;
201704;BUHOSAT SA;;08/09/2018;NO;04/07/2017;
201704;BULL COOPERATIVA DE TRABAJO LIMITADA;;06/10/2017;SI;22/11/2017;01/01/2018
201704;C CORP SEGURIDAD SA;;10/10/2018;NO;17/05/2017;
201704;C&R SEGURIDAD PRIVADA SRL;;06/07/2018;SI;13/06/2017;01/09/2021
201704;C.B.L. SEGURITY GROUP SRL (EX LANZARA GARRO SRL);;03/04/2018;NO;02/10/2017;
201704;C.I.S.E SRL (CENTRO INTEGRAL DE SEGURIDAD EMPRESARIA);CISE SRL;18/04/2018;SI;19/02/2018;01/11/2018
201704;CAMURA SRL;;18/08/2017;NO;04/11/2017;
201704;CAP SECURITY SRL;;27/10/2018;NO;14/05/2017;
201704;CARBESS SRL;;13/01/2018;SI;22/07/2017;01/08/2017
201704;CARLOS HUGO ABRUZZESE;;22/12/2018;NO;13/10/2017;01/09/2015
201704;CAS TECNOLOGIA Y SEGURIDAD SRL;;12/04/2018;NO;19/10/2017;
201704;CATEXIS SRL;;27/03/2018;SI;06/01/2018;01/12/2017
201704;CAZADORES COOPERATIVA DE TRABAJO LTDA;CAZADORES;19/07/2017;SI;30/06/2017;01/09/2019
201704;CELMA SRL;;05/06/2017;SI;29/06/2017;01/06/2018
201704;CEN - TAUROS SRL;;13/03/2019;NO;23/07/2017;
201704;CENTRO DE INVESTIGADORES PRIVADOS ARGENTINOS SA;;12/01/2018;SI;11/09/2017;01/10/2020
201704;CERBERUS SA;CERBERUS;30/07/2017;SI;06/12/2017;01/10/2019
201704;CERTUS SA;;22/09/2018;NO;24/08/2017;
201704;CI5 SA;;23/07/2017;NO;08/09/2017;01/04/2017
201704;CITY INVESTIGACIONES PRIVADAS SRL;;20/01/2018;NO;27/04/2018;
201704;CJR SRL;;07/02/2019;NO;26/06/2017;
201704;CLEAR NESS SA;;27/03/2018;SI;19/10/2017;01/06/2021
201704;CO COT SRL;;29/01/2019;NO;18/06/2017;
201704;CODECOP SRL;;24/04/2018;NO;25/08/2017;
201704;CODIGO UNO SRL;;01/11/2017;NO;13/11/2017;
201704;COM -PRIVADA SRL;;21/07/2018;NO;26/10/2017;
201704;COMAHUE SEGURIDAD PRIVADA SA;COMAHUE;07/11/2017;SI;21/08/2017;01/12/2019
201704;COMMAND GROUP SRL;;11/01/2018;NO;25/04/2018;01/12/2016
201704;COMPAÑIA DE SEGURIDAD PRIVADA SRL;;05/11/2017;SI;10/05/2017;01/08/2018
201704;COMPTOR SA;DETECT ARGENTINA VIGILANCIA COMPUTARIZADA;20/02/2019;NO;10/12/2017;
201704;CONADPER SRL;;25/08/2017;NO;02/07/2017;
201704;CONSULTORA DE SEGURIDAD INTEGRAL SA;;10/05/2018;SI;20/01/2018;01/11/2017
201704;CONSULTORA VIDECO SA;SECURITAS;04/06/2017;NO;31/12/2017;01/07/2013
201704;CONSULTORA VIDECO SA;VIDECO;04/06/2017;NO;31/12/2017;01/07/2013
201704;CONTROL DE ADM. Y PERM. SA;;23/07/2017;NO;18/04/2018;
201704;CONTROL Y SEGURIDAD SA;;18/11/2017;SI;17/01/2018;01/04/2018
201704;CONTROLLING EYES SA;;23/08/2018;NO;07/09/2017;
201704;CONYSEG SRL;SEGURIDAD DEL PLATA;17/05/2018;NO;05/11/2017;
201704;COOPERATIVA DE PROVISION DE SERVICIOS EN SEGURIDAD PRIVADA SAB 5 LTDA;;27/08/2017;SI;11/05/2017;01/03/2019
201704;COOPERATIVA DE PROVISION DE SERVICIOS PARA IDONEOS EN SEGURIDAD LA BUENOS AIRES LIMITADA;;20/10/2017;NO;28/08/2017;
201704;COOPERATIVA DE PROVISION DE SERVICIOS PARA IDONEOS EN VIGILANCIA Y SEGURIDAD PRIVADA CLC PROTECCION INTEGRAL LTDA;;21/07/2018;NO;19/04/2018;
201704;COOPERATIVA DE PROVISION DE SERVICIOS PARA IDONEOS EN VIGILANCIA Y SEGURIDAD PRIVADA SINERGIA LTDA;;31/01/2019;NO;17/03/2018;
201704;COOPERATIVA DE TRABAJO CRUZ DE MALTA LTDA;;28/03/2018;NO;14/08/2017;
201704;COOPERATIVA DE TRABAJO CSI LTDA;;13/04/2018;NO;11/01/2018;
201704;COOPERATIVA DE TRABAJO DE SEGURIDAD Y VIGILANCIA DOGO ARGENTINO LTDA;;04/04/2018;SI;10/06/2017;01/08/2021
201704;COOPERATIVA DE TRABAJO EL ESCORIAL LTDA;;27/01/2018;SI;07/08/2017;01/06/2019
201704;COOPERATIVA DE TRABAJO EL FERROL LTDA;;14/07/2017;SI;13/05/2017;01/07/2018
201704;COOPERATIVA DE TRABAJO EULEN LIMITADA;;12/05/2018;SI;28/12/2017;01/12/2018
201704;COOPERATIVA DE TRABAJO FAST LIMITADA;;11/05/2018;SI;04/09/2017;01/02/2020
201704;COOPERATIVA DE TRABAJO LA PERMANENTE LIMITADA;;26/12/2018;NO;09/04/2018;
201704;COOPERATIVA DE TRABAJO LINCE SEGURIDAD LTDA;;20/08/2017;SI;08/07/2017;01/09/2020
201704;COOPERATIVA DE TRABAJO MONITOREOPUNTOCOM LIMITADA;;16/01/2019;NO;11/05/2017;
201704;COOPERATIVA DE TRABAJO SEGURIDAD INTEGRAL LTDA;;25/04/2018;NO;01/08/2017;
201704;COOPERATIVA DE TRABAJO SISTEMA LABORAL COOPERATIVO LIMITADA;;02/09/2017;NO;21/06/2017;
201704;COOPERATIVA DE TRABAJO SOLUCIONAR LTDA;;16/11/2017;SI;28/08/2017;01/02/2020
201704;COPS SRL;COPS;20/10/2017;SI;23/08/2017;01/06/2018
201704;CORPORACION A.S.E. SRL;;29/01/2019;NO;17/11/2017;
201704;CURUPAYTI SEGURIDAD PRIVADA SRL;;27/03/2018;NO;26/08/2017;
201704;CUSTODE SRL;;23/06/2017;NO;22/05/2017;
201704;CUSTODIA SRL;;20/01/2018;SI;22/08/2017;01/04/2018
201704;CUSTOMERS PROTECTION SRL;GS GRUPO SAN MIGUEL GENTE CONFIABLE;04/06/2017;SI;31/10/2017;01/10/2018
201704;CUSTOS SEGURIDAD SA;;06/02/2019;NO;13/02/2018;
201704;CU-S-V-I-P GROUP SRL;;24/09/2017;NO;04/06/2017;
201704;DARDO ROCHA SEGURIDAD SA;;14/07/2018;NO;03/02/2018;
201704;DARGER SRL;;03/10/2018;NO;29/07/2017;
201704;DE CONFIAR SEGURIDAD SRL;;03/12/2017;NO;31/03/2018;
201704;DEL PLATA SEGURIDAD SRL;;14/03/2018;NO;03/02/2018;
201704;DEL VALLE SEGURIDAD SRL;;04/12/2018;NO;07/04/2018;
201704;DELTA GROUP SRL;;14/07/2018;NO;03/02/2018;01/04/2016
201704;DEROMA SRL;;25/08/2017;NO;23/06/2017;
201704;DIEGO HERNAN ACHARD;;19/02/2019;NO;10/06/2017;
201704;DYP SEGURIDAD SRL;;15/03/2018;NO;10/10/2017;
201704;EAGLE SECURITY SRL;;14/02/2018;SI;15/03/2018;01/07/2019
201704;EL CUSTODIO PRIVATE SECURITY SRL;;27/07/2017;NO;10/12/2017;
201704;EL VISOR SRL;;29/05/2018;SI;07/09/2017;01/09/2018
201704;ELE SEGURIDAD SRL;;28/02/2018;SI;26/09/2017;01/05/2020
201704;ELEFOUR SA;;27/07/2017;NO;04/12/2017;
201704;ELWAYS SECURITY SRL;;29/11/2018;NO;24/06/2017;
201704;EMPRESA DE SEGURIDAD E INVESTIGACIONES PRIVADAS CONDUCTA SRL;;20/05/2017;SI;21/07/2017;01/09/2019
201704;EMPRESA DE SEGURIDAD FALCON SA;;03/04/2018;SI;10/04/2018;01/11/2017
201704;EMPRESA DE SEGURIDAD FM SERVICE SRL;;13/01/2018;NO;23/09/2017;
201704;EMPRESA DE SEGURIDAD INTEGRAL ALESA SA;;15/06/2018;SI;13/10/2017;01/03/2019
201704;EMPRESA DE SEGURIDAD UNICA SRL;;05/11/2017;NO;19/04/2018;01/03/2016
201704;ENTES SRL;;14/02/2018;NO;12/12/2017;
201704;ENTHEUS SA;ENTHEUS;10/07/2018;NO;13/04/2018;
201704;ENTHEUS SEGURIDAD PRIVADA SRL;;20/01/2018;SI;12/08/2017;01/09/2020
201704;ESAGEON SEGURIDAD SA;;15/01/2019;SI;10/02/2018;01/10/2020
201704;EXES SRL;;23/02/2018;NO;13/04/2018;
201704;EXTREMA SEGURIDAD SRL;;23/10/2018;NO;24/06/2017;
201704;EYSE EQUIPOS Y SISTEMAS ELECTRONICOS SACI;;25/07/2018;NO;30/09/2017;
201704;EZER SEGURIDAD PRIVADA SA;;18/02/2018;NO;16/11/2017;
201704;FEBO SERVICIOS EMPRESARIOS SRL;;27/06/2018;NO;15/01/2018;
201704;FEDERAL SERVICE SRL;;21/06/2017;SI;21/06/2017;01/04/2019
201704;FEEDBACK SEGURIDAD SRL;;11/01/2018;NO;24/04/2018;
201704;FERMINO SEGURIDAD SRL;;20/10/2017;NO;18/05/2017;
201704;FIRST SECURITY TRAINING SRL;;20/09/2018;NO;20/12/2017;
201704;FORTALEZA BUENOS AIRES SA;;31/07/2018;NO;17/06/2017;
201704;FPI COMPAÑIA DE SEGURIDAD SA;;26/10/2017;SI;15/02/2018;01/07/2020
201704;FR SEGURIDAD SA;;30/06/2017;NO;20/12/2017;
201704;FREESTANDING SRL;;10/02/2018;NO;13/05/2017;
201704;FUNES & OLIVEIRA SEGURIDAD PERSONALIZADA SRL;;20/02/2019;NO;10/09/2017;
201704;FURZAN SRL;;27/10/2018;NO;08/08/2017;
201704;G Y K SA;PRIORIDAD 1 PRIMERO SU TRANQUILIDAD;24/04/2018;NO;06/05/2017;
201704;G4S SERVICIOS DE SEGURIDAD SA;G4S;17/07/2017;SI;23/04/2018;01/11/2017
201704;G4S SOLUCIONES DE SEGURIDAD SA (EX SEARCH);G4S;05/01/2019;SI;30/09/2017;01/07/2019
201704;GARDIEN DE SECURITE SRL;;25/05/2018;NO;26/10/2017;
201704;GATTI NORBERTO EDUARDO;;09/05/2018;NO;16/01/2018;
201704;GC SEGURIDAD SA;GC SEGURIDAD;13/06/2018;SI;02/03/2018;01/11/2020
201704;GENERAL INDUSTRIES ARGENTINA SA;PROSEGUR;05/09/2018;NO;31/12/2017;
201704;GEOSECURITAS SRL;;27/06/2017;NO;20/12/2017;
201704;GESTAM DE SEGURIDAD SA;GESTAM;24/07/2018;NO;07/01/2018;
201704;GIBSON PREVENCION SRL;;21/09/2018;NO;24/10/2017;
201704;GIOMON AGENCIA DE INVESTIGACIONES PRIVADAS SRL;;09/07/2017;SI;01/05/2018;01/05/2019
201704;GLOBAL POINT SRL;;12/05/2018;NO;09/01/2018;
201704;GLOBAL PROTECTION SERVICE SA;;21/07/2018;NO;28/06/2017;
201704;GOEL SEGURIDAD SRL;;01/05/2018;NO;25/12/2017;
201704;GOLD PROTECTION SA;;01/09/2018;NO;19/04/2018;
201704;GOYA CORRIENTES SRL;;11/01/2018;SI;04/09/2017;01/04/2020
201704;GPOINTEGRAL SRL;;31/01/2019;SI;14/08/2017;01/10/2018
201704;GPS PREVENCION SRL;;01/03/2019;NO;01/02/2018;
201704;GRANCE SRL;;06/08/2017;SI;05/02/2018;01/03/2021
201704;GRIPH SA;;30/03/2018;NO;08/10/2017;
201704;GROUP OF PRIVATE SECURITY SRL;;28/01/2019;SI;22/01/2018;01/02/2020
201704;GRUPO 910 SA;GRUPO 910;20/10/2018;NO;27/05/2017;
201704;GRUPO A 1 SRL;;11/02/2018;NO;05/12/2017;
201704;GRUPO ADLER SRL;;12/10/2017;NO;01/07/2017;
201704;GRUPO ARSEN SEGURIDAD SRL;;07/10/2017;NO;03/07/2017;
201704;GRUPO AWEN SRL;;06/05/2017;SI;28/10/2017;01/09/2018
201704;GRUPO COMAHUE SA;;13/02/2019;NO;10/10/2017;
201704;GRUPO COPINCO SA;;11/01/2018;SI;25/02/2018;01/08/2020
201704;GRUPO CRYSTAL SRL;;10/03/2018;NO;06/09/2017;
201704;GRUPO DEL BUEN AYRE SA;;14/07/2018;NO;31/10/2017;01/12/2016
201704;GRUPO ESPECIALIZADO DE PROTECCION SA;;16/03/2018;NO;05/03/2018;
201704;GRUPO FRANCIA ARGENTINA SA;;19/11/2017;SI;28/08/2017;01/03/2021
201704;GRUPO KOBE SEGURIDAD SRL;;25/08/2018;NO;29/06/2017;
201704;GRUPO LAVALLE SEGURIDAD SRL;;11/05/2018;NO;05/09/2017;
201704;GRUPO METROPOLITANO SEGURIDAD SA;;05/11/2017;NO;24/08/2017;
201704;GRUPO SECOEX SRL;;14/11/2017;NO;10/12/2017;
201704;GRUPO SORGEN SEGURIDAD SRL;;19/04/2019;NO;15/02/2018;
201704;GRUPO TEAMSEG SA;;16/03/2019;SI;01/06/2017;01/02/2019
201704;GRUSPA SEGURIDAD SRL;;06/04/2019;SI;18/08/2017;01/06/2020
201704;GSS 24 SRL;;11/01/2018;NO;18/09/2017;
201704;GUARDIANA SRL;;25/04/2018;SI;01/03/2018;01/12/2019
201704;GUARDIANES SRL;;09/08/2018;NO;12/06/2017;
201704;GUARDMAN SA;;16/11/2017;SI;05/11/2017;01/03/2018
201704;GUESEG SRL;;13/04/2018;SI;13/02/2018;01/07/2020
201704;GUSEGUR SRL;;03/04/2018;SI;01/07/2017;01/07/2017
201704;HAGANA SA;;20/05/2017;SI;02/10/2017;01/08/2018
201704;HAWK SECURITY SRL;;29/10/2017;NO;03/04/2018;
201704;HB PREVENCION SRL;;12/10/2018;NO;09/09/2017;
201704;HB SEGURIDAD Y CUSTODIA SRL;;10/04/2019;SI;17/09/2017;01/01/2021
201704;HIGH TOP SECURITY SA;HTS;16/08/2018;SI;04/05/2017;01/09/2021
201704;HIGHT SECURITY PC SA;;11/01/2019;NO;09/05/2017;
201704;HOLDER SEGURIDAD SA;HK SEGURIDAD URBANA;10/08/2018;SI;01/11/2017;01/11/2020
201704;HOLDER SEGURIDAD SA;HK;10/08/2018;SI;01/11/2017;01/11/2020
201704;HORUS SECURITY SRL;;06/06/2018;NO;07/07/2017;
201704;HUNTER SECURITY SA;HUNTER;12/07/2017;SI;30/09/2017;01/07/2017
201704;IGGO SRL;COMPASSEG MARCAMOS SEGURIDAD;06/01/2019;NO;01/10/2017;
201704;IMPES SRL;;15/02/2018;NO;03/01/2018;
201704;IN VIGILANDO SRL;;06/07/2018;NO;14/05/2017;
201704;INCLAVE SA;;07/04/2018;SI;22/12/2017;01/09/2018
201704;INSEM SRL;;21/04/2018;SI;02/11/2017;01/08/2020
201704;INTEGRAL SAFETY SA;;29/01/2019;SI;15/12/2017;01/09/2019
201704;INVESTIGACIONES PRIVADAS VANGUARD SA;;07/04/2018;NO;21/09/2017;
201704;INVESTIGACIONES VIGILANCIAS & SERVICIOS SA;;06/10/2017;NO;10/01/2018;
201704;INVESTIGACIONES Y SEGURIDAD SA;;08/05/2018;SI;27/12/2017;01/11/2017
201704;IP SEGURIDAD SRL;;03/09/2017;NO;11/06/2017;
201704;ISSI MBB SA;;03/10/2018;NO;15/09/2017;
201704;ITURAN DE ARGENTINA SA;ITURAN;27/09/2018;NO;31/12/2017;
201704;J.A.M. SEGURIDAD S A;;19/10/2018;NO;16/07/2017;
201704;JAVIER ONOFRI MEDINA GUEVARA;;29/05/2018;NO;26/09/2017;
201704;JEDEON SEGURIDAD E INFORMES SRL;;06/05/2017;NO;20/08/2017;
201704;JORGE NEWBERY SRL;;23/11/2018;NO;02/11/2017;
201704;JSA ASESORES EN SEGURIDAD SRL;;14/07/2017;SI;25/02/2018;01/04/2019
201704;KEAMANAN SRL;;06/07/2018;NO;17/02/2018;
201704;KENTA SRL;;25/04/2019;SI;23/07/2017;01/11/2020
201704;KONER SEGURIDAD SA;;09/08/2018;SI;20/02/2018;01/09/2021
201704;KONTROL DEFENSA ELECTRONICA SA;KTL;09/08/2018;SI;25/11/2017;01/05/2018
201704;LEG SRL;;11/08/2017;NO;25/03/2018;
201704;LEGAL SECURITY SRL;;27/01/2018;NO;23/09/2017;
201704;LIBRES SEGURIDAD SRL;;02/08/2018;SI;25/09/2017;01/08/2020
201704;LIDERES CONSULTORES DE SEGURIDAD SRL;LIDERES CONSULTORES DE SEGURIDAD SRL;03/12/2017;SI;23/12/2017;01/05/2021
201704;LIRGER SRL;;04/06/2018;SI;13/02/2018;01/07/2018
201704;LITORAL SEGURIDAD SRL;;28/12/2018;NO;20/10/2017;
201704;LOAR SA;;16/08/2018;SI;08/06/2017;01/09/2020
201704;LOCSYS SEGURIDAD SA;;18/09/2018;SI;30/12/2017;01/06/2018
201704;LOS CABOS SA;;05/09/2018;NO;27/06/2017;
201704;LOW RISK GROUP SRL;;07/09/2017;NO;09/03/2018;
201704;LUAR SECURITY AGENCIA DE SEGURIDAD PRIVADA SRL;;13/03/2019;SI;01/02/2018;01/04/2019
201704;LUSON SEGURIDAD SA;;22/05/2018;SI;28/04/2018;01/03/2021
201704;LYNX EYES SRL;;13/04/2018;SI;29/06/2017;01/07/2020
201704;M&A SECURITY CONSULTORES SA;;22/09/2018;NO;24/09/2017;
201704;MAC SERVICIOS EMPRESARIOS SRL;;13/10/2018;SI;13/08/2017;01/07/2021
201704;MADISON SECURITY SRL;;11/04/2018;NO;14/11/2017;
201704;MAGNUM SEGURIDAD DE GIL MIGUEL ANGEL;MAGNUM;03/11/2017;SI;22/12/2017;01/09/2017
201704;MAGUEN PROTECCION SRL;MAGUEN PROTECCION Y SEGURIDAD;05/04/2018;SI;01/12/2017;01/02/2018
201704;MAPRA EMPRESA DE SEGURIDAD SRL;;24/09/2017;SI;29/12/2017;01/09/2017
201704;MARCODINA SA;EMERPHONE;10/02/2018;NO;16/06/2017;
201704;MASAD SA;;14/02/2019;NO;27/10/2017;
201704;MAWE SA;;19/01/2018;SI;05/11/2017;01/07/2019
201704;MAXIMA PROTECCION LA PLATA SA;;31/10/2018;NO;19/08/2017;
201704;MAXSEGUR SRL;;14/06/2018;SI;09/06/2017;01/05/2019
201704;MAYORAL SEGURIDAD SRL;;05/10/2018;NO;01/08/2017;
201704;MB SEGURIDAD SRL;;11/01/2018;SI;10/09/2017;01/10/2021
201704;MCM SECURITY SRL;;06/08/2017;SI;14/07/2017;01/12/2020
201704;MCOP SRL;;03/12/2017;NO;26/10/2017;
201704;MERLO LUCIANA PAOLA;;06/06/2018;NO;06/09/2017;
201704;METRO SAFE DE ARGENTINA SRL;;27/03/2018;NO;08/07/2017;
201704;MGF DE MARCELO GUSTAVO FERNANDEZ;;15/07/2017;NO;13/08/2017;
201704;MOGAPOL SA;;09/03/2018;NO;11/11/2017;01/04/2017
201704;MOON SEGURIDAD SRL;;05/02/2019;NO;01/12/2017;
201704;MORARZA SRL;;27/04/2018;NO;27/12/2017;
201704;MULIS SEGURIDAD INTEGRAL SA;;31/10/2018;NO;14/11/2017;
201704;MURATA SA;MURATA;14/01/2019;SI;14/04/2018;01/07/2021
201704;MYA TECHNOLOGY SA;;12/10/2018;NO;15/09/2017;
201704;NECH SEGURIDAD SRL;;25/01/2018;SI;25/09/2017;01/12/2020
201704;NESCARMI SEGURIDAD SA;;23/06/2018;NO;26/02/2018;
201704;NEW YARD SA;;27/01/2018;NO;18/08/2017;
201704;NEXTGUARD SA;;03/12/2017;NO;30/11/2017;
201704;NEYER SRL;;28/03/2019;NO;03/12/2017;
201704;NOTARY GROUP SA;;26/06/2018;NO;24/07/2017;
201704;NOVASEG SEGURIDAD SRL;;27/08/2017;NO;14/05/2017;
201704;NOVIT SA;CONTROL NOVIT;20/05/2017;SI;01/08/2017;01/11/2020
201704;NUEVO COF SEGURIDAD PRIVADA SA;;30/05/2018;NO;25/03/2018;
201704;ÑORQUINCO SEGURIDAD SRL;;27/07/2018;NO;22/09/2017;
201704;OPC SRL;;10/09/2017;NO;15/12/2017;
201704;ORDER SECURITY SRL;;05/03/2019;NO;23/01/2018;
201704;ORGANIZACION ANSELMI SRL;;09/05/2018;NO;01/04/2018;01/09/2016
201704;ORGANIZACION CELTA SEGURIDAD PRIVADA SRL;;10/02/2018;SI;04/06/2017;01/08/2019
201704;ORGANIZACION DE SEGURIDAD LAS MARIAS SA;;04/04/2019;NO;27/05/2017;
201704;ORGANIZACION DELTA COMPAÑIA DE SEGURIDAD PRIVADA SRL;;19/07/2018;NO;26/10/2017;
201704;ORGANIZACION FENIX SA;;22/06/2018;NO;25/01/2018;
201704;ORGANIZACION PARANA SA;;06/04/2018;NO;05/10/2017;
201704;ORIENTARE SRL;;09/06/2018;NO;16/03/2018;
201704;ORION SYSTEMS SA;;25/02/2018;NO;01/12/2017;
201704;OSCAR NATALIO LEFOSSE;;03/03/2018;NO;18/08/2017;
201704;P.P.Q SA;KTL;29/01/2019;NO;19/07/2017;
201704;PAMPA SEGURIDAD PRIVADA SRL;PAMPA SEGURIDAD PRIVADA SRL;13/03/2019;SI;27/05/2017;01/01/2018
201704;PANGARE SRL;;28/07/2018;SI;14/03/2018;01/08/2019
201704;PCP PREVENCION Y CONTROL DE PERDIDAS SA;;25/02/2019;SI;27/10/2017;01/01/2022
201704;PERROTI SEGURIDAD SRL;;06/12/2018;NO;08/08/2017;
201704;POPAR SA;;22/08/2018;SI;17/01/2018;01/08/2020
201704;PRECON SRL;;11/01/2018;NO;20/07/2017;
201704;PRENAVAL SEGURIDAD SRL;;09/08/2017;NO;22/05/2017;
201704;PRENAVAR SEGURIDAD SRL;;03/11/2017;NO;26/06/2017;
201704;PRENAVL SEGURIDAD SRL;;27/08/2017;NO;26/12/2017;
201704;PRETOR COOPERATIVA DE TRABAJO LIMITADA;;13/04/2018;NO;28/11/2017;
